行ID,施設名,郵便番号,住所,電話番号,ウェブサイトURL,初診の対応可能,再診の対応可能,対応診療科,担当医師名,対面診療が必要と判断した場合に連携する医療機関名（複数ある場合は複数、住所も併せて記載）,地方ID,地方,ID地方,都道府県ID,都道府県,ID都道府県,市区町村ID,市区町村,ID市区町村,二次医療圏ID,二次医療圏,ID二次医療圏
9278,宇田整形外科医院,769-2705,香川県東かがわ市白鳥９６－１,0879-25-4328,http://www.uda-seikei.com/,〇,〇,整形外科,宇田宙照,,7,四国,7四国,37,香川県,37香川県,37207,東かがわ市,37207東かがわ市,3701,大川,3701大川
9279,みさごクリニック,769-2901,香川県東かがわ市引田２０２－１,0879-33-3900,,〇,〇,内科外科,森岡啓介,,7,四国,7四国,37,香川県,37香川県,37207,東かがわ市,37207東かがわ市,3701,大川,3701大川
9280,古川医院,769-2902,香川県東かがわ市馬宿２１６－１,0879-33-7300,,〇,〇,内科,古川勝啓,,7,四国,7四国,37,香川県,37香川県,37207,東かがわ市,37207東かがわ市,3701,大川,3701大川
9281,小野医院,769-1101,香川県三豊市詫間町詫間６８１５番地５,0875-83-8181,,×,〇,外科内科,小野好彦小野昌弘,三豊総合病院（香川県観音寺市豊浜町姫浜８０４）,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9282,高松にれクリニック,769-1101,香川県高松市番町２－１０－６,087-851-1117,,×,〇,内科泌尿器科,真鍋大輔,,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9283,三豊市立永康病院,769-1101,香川県三豊市詫間町詫間１２９８番地２,0875-83-3001,https://eiko-hosp.sun-age.or.jp/,×,〇,内科精神科整形外科,内科：潟中精神科：奥平整形外科：石橋,,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9284,村上医院,769-1101,香川県三豊市詫間町宅間５４８８,0875-83-2006,,×,〇,内科,村上恭一郎,,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9285,みずた内科,769-1102,香川県三豊市詫間町松崎３０１,0875-83-7218,,〇,〇,内科,水田潤,三豊総合病院（香川県観音寺市豊浜町姫浜８０４）,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9286,細川病院,769-1102,香川県三豊市詫間町松崎１６３９－１,0875-83-2211,,〇,〇,外科内科整形外科,香川嘉宏原田光,,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9287,岩崎病院,769-1102,香川県三豊市詫間町松崎２７８０－４２６,0875-83-6011,http://www.iwasaki-hp.or.jp,×,〇,内科、循環器科、泌尿器科、整形外科、外科、呼吸器科、消化器科,岩崎泰憲津川力前田肇栗栖茂安井凱司田中均,四国こどもとおとなの医療センター（香川県善通寺市仙遊町２丁目１－１）坂出市立病院（香川県坂出市寿町３－１－２）香川労災病院（香川県丸亀市城東町３－３－１）三豊総合病院（香川県観音寺市豊浜町姫浜８０４）香川大学医学部附属病院（香川県木田郡三木町池戸１９５０－１）,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9288,まるお眼科,769-1504,香川県三豊市豊中町上高野３９２３－３,0875-62-1736,,×,〇,眼科,圓尾容子圓尾浩久,,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9289,上枝循環器内科クリニック,769-1504,香川県三豊市豊中町上高野１９０６－３,0875-23-7010,https://www.ueedaclinic.com/,×,△,内科循環器科,上枝正幸,三豊総合病院（香川県観音寺市豊浜町姫浜７０８）,7,四国,7四国,37,香川県,37香川県,37208,三豊市,37208三豊市,3705,三豊,3705三豊
9290,小豆島中央病院,761-4301,香川県小豆郡小豆島町池田２０６０－１,0879-75-1121,,×,〇,内科外科小児科整形外科眼科泌尿器科耳鼻咽喉科皮膚科人工透析内科,佐藤清人山口真弘林敬二本城康正石井泰則樋元主税金森大樹大川純平森田峻史原大雅山本真由美山戸聡史只友蓉子中澤亨谷勇輝増田高央岩藤泰慶稲本隆平,,7,四国,7四国,37,香川県,37香川県,37324,小豆郡小豆島町,37324小豆郡小豆島町,3702,小豆,3702小豆
9291,もり内科,761-4434,香川県小豆郡小豆島町西村甲１４６８－１,0879-82-0075,,×,〇,内科,森茂雄,小豆島中央病院（小豆郡小豆島町池田２０６０－１）,7,四国,7四国,37,香川県,37香川県,37324,小豆郡小豆島町,37324小豆郡小豆島町,3702,小豆,3702小豆
9292,小西医院,761-0612,香川県木田郡三木町氷上２２１－１,087-898-0157,https://www.konishi-iin.jp,△,〇,内科耳鼻咽喉科,小西久美小西久典,香川大学医学部附属病院（香川県木田郡三木町池戸１７５０－１）高松市立みんなの病院（香川県高松市仏生山町甲８４７番地１）,7,四国,7四国,37,香川県,37香川県,37341,木田郡三木町,37341木田郡三木町,3703,高松,3703高松
9293,すくすくクリニックこにし,761-0612,香川県木田郡三木町氷上２０６－１,087-813-7876,https://www.sukusuku-ck.jp/,〇,〇,小児科,小西薫,,7,四国,7四国,37,香川県,37香川県,37341,木田郡三木町,37341木田郡三木町,3703,高松,3703高松
9294,きただい医院,761-0704,香川県木田郡三木町下高岡１４６４－１２,087-840-2566,,×,〇,内科,北代雅也,,7,四国,7四国,37,香川県,37香川県,37341,木田郡三木町,37341木田郡三木町,3703,高松,3703高松
9295,宇多津病院,769-0205,香川県綾歌郡宇多津町浜五番丁６６－１,0877-56-7777,http://www.utz.or.jp/,×,〇,内科整形外科,猪尾昌之倉田典之大西郁子洲﨑賢太郎明石好弘東藤智吉宗奈緒美宮城太一土橋浩章亀田智広脇谷理沙石田俊彦伴夏樹黒住泰明岡田宏基中西一夫田村知雄射場英明,,7,四国,7四国,37,香川県,37香川県,37386,綾歌郡宇多津町,37386綾歌郡宇多津町,3704,中讃,3704中讃
9296,松浦こどもメンタルクリニック,769-0206,香川県綾歌郡宇多津町浜六番丁７６－１２,0877-56-7858,https://www.matsuura-kodomo-mental.jp/,×,〇,精神科,松浦秀雄,四国こどもとおとなの医療センター（香川県善通寺市仙遊町２丁目１－１）,7,四国,7四国,37,香川県,37香川県,37386,綾歌郡宇多津町,37386綾歌郡宇多津町,3704,中讃,3704中讃
9297,あやがわ眼科,761-2304,香川県綾歌郡綾川町萱原８２２－１イオンモール２Ｆ,087-870-8618,https://www.kagawa-ayagawaganka.com,×,〇,眼科,増井有美,,7,四国,7四国,37,香川県,37香川県,37387,綾歌郡綾川町,37387綾歌郡綾川町,3704,中讃,3704中讃
9298,やまもと耳鼻咽喉科,766-0003,香川県仲多度郡琴平町五條６３６－３,0877-75-4133,https://yamamotojibika.com,×,〇,耳鼻咽喉科,山本眞実,香川労災病院（香川県丸亀市城東町３－３－１）香川県立中央病院（香川県高松市朝日町１丁目２－１）,7,四国,7四国,37,香川県,37香川県,37403,仲多度郡琴平町,37403仲多度郡琴平町,3704,中讃,3704中讃
9299,中野小児科医院,764-0007,香川県仲多度郡多度津町道福寺１３－５,0877-32-4532,,〇,〇,小児科,中野一郎,自院四国こどもとおとなの医療センター（香川県善通寺市仙遊町２丁目１－１）,7,四国,7四国,37,香川県,37香川県,37404,仲多度郡多度津町,37404仲多度郡多度津町,3704,中讃,3704中讃
9300,桃陵クリニック,764-0014,香川県仲多度郡多度津町本通２丁目３番２８号,0877-58-5588,,〇,〇,脳神経外科,元木基嗣,,7,四国,7四国,37,香川県,37香川県,37404,仲多度郡多度津町,37404仲多度郡多度津町,3704,中讃,3704中讃
9301,嶋田耳鼻咽喉科医院,764-0024,香川県仲多度郡多度津町幸町２－２５,0877-32-8711,,×,〇,耳鼻咽喉科アレルギー科,嶋田高明,香川労災病院（香川県丸亀市城東町３－３－１）四国こどもとおとなの医療センター（香川県善通寺市仙遊町２丁目１－１）,7,四国,7四国,37,香川県,37香川県,37404,仲多度郡多度津町,37404仲多度郡多度津町,3704,中讃,3704中讃
9302,川口医院,766-0017,香川県仲多度郡まんのう町炭所西１５２８番地１,0877-79-0711,,〇,〇,内科外科診療内科,,香川労災病院（香川県丸亀市城東町３－３－１）四国こどもとおとなの医療センター（香川県善通寺市仙遊町２丁目１－１）,7,四国,7四国,37,香川県,37香川県,37406,仲多度郡まんのう町,37406仲多度郡まんのう町,3704,中讃,3704中讃
9303,小国医院,766-0021,香川県仲多度郡まんのう町四條７７７番地,0877-75-2317,http://www.oguni.or.jp/,〇,〇,内科小児科,小国孝,,7,四国,7四国,37,香川県,37香川県,37406,仲多度郡まんのう町,37406仲多度郡まんのう町,3704,中讃,3704中讃
9304,大山内科医院,766-0023,香川県仲多度郡まんのう町吉野１５７２－１,0877-79-3311,,×,〇,内科,大山康之,,7,四国,7四国,37,香川県,37香川県,37406,仲多度郡まんのう町,37406仲多度郡まんのう町,3704,中讃,3704中讃
9305,まんのう町造田診療所,766-0201,香川県仲多度郡まんのう町造田１９７４－１,0877-85-2318,,〇,〇,内科,池上雄亮,,7,四国,7四国,37,香川県,37香川県,37406,仲多度郡まんのう町,37406仲多度郡まんのう町,3704,中讃,3704中讃
9306,まんのう町立美合診療所,766-0203,香川県仲多度郡まんのう町川東１４９３,0877-84-2411,,〇,〇,内科,池上雄亮,,7,四国,7四国,37,香川県,37香川県,37406,仲多度郡まんのう町,37406仲多度郡まんのう町,3704,中讃,3704中讃
9307,山下消化器外科クリニック,791-8017,愛媛県松山市西長戸町311-1,089-911-2311,http://www13.plala.or.jp/YamashitaGESC/,×,〇,外科,山下広高,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9308,松山笠置記念心臓血管病院,790-0023,愛媛県松山市末広町18-2,089-941-2288,https://www.kasagi-hosp.jp,×,〇,内科,笠置康笠置真知子松岡明博,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9309,たかおか眼科内科クリニック,790-0053,愛媛県松山市竹原2丁目1-50,089-921-7000,http://www.takaokaclinic.jp/,×,〇,内科,高岡洋子,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9310,戸梶内科医院,790-0814,愛媛県松山市味酒町1丁目4-12,089-931-5781,http://www.tokaji-naika.jp/,〇,〇,内科・循環器内科・呼吸器内科・消化器内科,戸梶泰伸,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9311,ふくだ循環器科内科クリニッ,791-8044,愛媛県松山市西垣生町478-1,089-989-3433,https://www.fukuda.clinic,〇,〇,内科,福田浩,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9312,ノエルクリニック心臓血管外,790-0811,愛媛県松山市本町6丁目3-3,089-925-8811,https://www.noel-clinic.or.jp,×,〇,心臓血管外科,佐藤晴瑞,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9313,やいた内科内視鏡クリニック,790-0903,愛媛県松山市東野2丁目2-17,089-977-7149,https://yaita-clinic.com,×,〇,内科,八板弘樹,松山赤十字病院（愛媛県松山市文京町1）,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9314,花クリニック内科・リハビリ,791-8006,愛媛県松山市安城寺町522-1,089-997-9630,http://www7b.biglobe.ne.jp/~hanaclinic/,×,〇,内科神経内科,石沢雅彦,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9315,医療法人河村耳鼻咽喉科クリ,791-1101,愛媛県松山市久米窪田町1170-1,089-975-7733,http://k-ent-clinic.com/,〇,〇,耳鼻咽喉科,河村裕二,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9316,みねおい内科・循環器内科医,790-0051,愛媛県松山市生石町472,089-932-1202,https://mineoi-naika.com/,×,〇,内科循環器内科,三根生和明,愛媛県立中央病院（愛媛県松山市春日町83）,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9317,山形耳鼻咽喉科,791-8076,愛媛県松山市合津町11-23,089-952-6333,,〇,〇,耳鼻咽喉科,山形和彦,鷹の子病院（愛媛県松山市鷹子町525-1）,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9318,カメリア内科・糖尿病内科ク,790-0932,愛媛県松山市東石井5丁目7-22,089-905-0055,,〇,〇,内科・糖尿病内科・リウマチ科・消化器内科,井上靖浩,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9319,中川循環器科内科,799-2460,愛媛県松山市苞木甲8-1,089-994-1004,,×,〇,内科,中川眞吾,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9320,いずみ診療所,791-1106,愛媛県今在家1丁目1-1,089-958-6618,,×,〇,外科,和泉明宏,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9321,星の岡心臓・血管クリニック,790-0932,愛媛県東石井1丁目5-5,089-956-5511,,×,〇,内科,大谷敬之鈴木誠,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9322,心療内科こころのクリニック,790-0803,愛媛県東雲町2-2,089-933-7700,,×,〇,心療内科精神科,橘厚子橘史朗,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9323,白形医院,799-2656,愛媛県松山市和気町1丁目81,089-978-0145,,〇,〇,内科,白形彰宏,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9324,いかわ整形外科,790-0941,愛媛県松山市和泉南1丁目5-8,089-957-3331,,〇,〇,整形外科,井川晴友,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
9325,NTT西日本松山病院,790-0802,愛媛県松山市喜与町1丁目7-1,089-936-2461,,×,〇,内科・外科・整形外科・産婦人科・小児科,中川早苗・湯淺翔子・宮川直子・新山賢二・坂川太一村上孝・金子久恵・甲谷秀子・田坂美恵・井上唯・木村志織・鳥山みひろ,,7,四国,7四国,38,愛媛県,38愛媛県,38201,松山市,38201松山市,3804,松山,3804松山
